,NOTFIRSTGEN_DEBT_MDN,FIRSTGEN_DEBT_MDN
46255,,
46256,10500.0,8705.0
46257,,
46258,,
46259,,
46260,2750.0,3000.0
46261,2750.0,3000.0
46262,,
46263,,
46264,5500.0,5500.0
46265,3100.0,3300.0
46266,4000.0,4000.0
46267,,
46268,7001.0,13000.0
46269,3950.0,4000.0
46270,3950.0,4000.0
46271,4912.0,4355.0
46272,4912.0,4355.0
46273,2383.0,2600.0
46274,,
46275,,
46276,3500.0,2750.0
46277,,
46278,,
46279,3166.0,3000.0
46280,,
46281,,
46282,,
46283,,
46284,,
46285,,
46286,,
46287,,
46288,,
46289,3498.0,3498.0
46290,,
46291,,
46292,,
46293,4166.0,3666.0
46294,4166.0,3666.0
46295,4166.0,3666.0
46296,4166.0,3666.0
46297,4166.0,3666.0
46298,4166.0,3666.0
46299,4166.0,3666.0
46300,4166.0,3666.0
46301,4166.0,3666.0
46302,4166.0,3666.0
46303,,
46304,3361.5,3242.5
46305,,
46306,,
46307,,
46308,2600.0,2625.0
46309,2600.0,2625.0
46310,1530.0,1457.0
46311,,
46312,2875.0,2750.0
46313,4400.0,4300.0
46314,,
46315,3500.0,3666.0
46316,,
46317,2875.0,5000.0
46318,,
46319,4500.0,4500.0
46320,,
46321,4500.0,4500.0
46322,4961.0,5197.0
46323,3000.0,3000.0
46324,,
46325,,
46326,5500.0,5500.0
46327,,
46328,5500.0,3750.0
46329,5500.0,6355.5
46330,4912.0,4355.0
46331,3097.0,3075.0
46332,,
46333,,
46334,4500.0,4497.0
46335,7315.0,7125.0
46336,13400.0,14319.5
46337,9500.0,9500.0
46338,7500.0,6250.0
46339,3166.0,3000.0
46340,,
46341,4167.0,4167.0
46342,4167.0,4167.0
46343,16625.0,16150.0
46344,9500.0,9500.0
46345,7566.0,7566.0
46346,4400.0,4750.0
46347,,
46348,12000.0,12000.0
46349,10630.0,11104.0
46350,8410.0,8035.0
46351,9500.0,9500.0
46352,4544.0,4750.0
46353,,
46354,,
46355,16000.0,14805.5
46356,7500.0,7500.0
46357,7500.0,7500.0
46358,4250.0,4750.0
46359,10000.0,12000.0
46360,,
46361,,
46362,14418.0,18832.5
46363,14418.0,18832.5
46364,14418.0,18832.5
46365,14418.0,18832.5
46366,14418.0,18832.5
46367,6250.0,6250.0
46368,9500.0,9500.0
46369,,
46370,6819.0,6010.0
46371,9485.0,9462.0
46372,,
46373,9500.0,9500.0
46374,12800.0,11444.0
46375,9436.0,9395.0
46376,8547.0,8499.0
46377,,
46378,3500.0,3500.0
46379,2500.0,2625.0
46380,5788.0,6117.0
46381,,
46382,8684.5,8925.5
46383,,
46384,,
46385,6750.0,5894.0
46386,11110.0,10796.5
46387,7125.0,9500.0
46388,11500.0,12901.0
46389,7232.0,6334.0
46390,6787.0,6856.0
46391,,
46392,8847.0,8847.0
46393,4460.0,4000.0
46394,5500.0,8875.0
46395,6335.0,6335.0
46396,,
46397,,
46398,4750.0,4538.0
46399,,
46400,3500.0,3500.0
46401,,
46402,,
46403,8867.0,6176.5
46404,,
46405,,
46406,,
46407,8089.0,9500.0
46408,9500.0,9500.0
46409,,
46410,7917.0,7917.0
46411,,
46412,10100.0,10000.0
46413,6335.0,6335.0
46414,4879.0,4933.5
46415,10638.0,10535.0
46416,16665.0,17125.0
46417,5500.0,5008.0
46418,7500.0,7434.0
46419,9500.0,9500.0
46420,9500.0,9500.0
46421,5066.0,5066.0
46422,6358.5,6218.0
46423,6175.0,8190.0
46424,4300.0,5500.0
46425,12667.0,17374.5
46426,9500.0,9500.0
46427,5200.0,5462.0
46428,9500.0,9500.0
46429,6787.0,6856.0
46430,9833.0,9833.0
46431,6249.0,5500.0
46432,8667.0,8992.0
46433,,
46434,8856.0,8831.0
46435,4167.0,4167.0
46436,3500.0,3500.0
46437,6000.0,6000.0
46438,9262.5,9402.0
46439,,
46440,6334.0,10347.5
46441,11519.0,12573.0
46442,,
46443,6333.0,6333.0
46444,7500.0,7500.0
46445,15426.5,14610.5
46446,37125.0,25500.0
46447,9908.0,9501.5
46448,9908.0,9501.5
46449,10000.0,12000.0
46450,,
46451,,
46452,9500.0,9500.0
46453,4167.0,4167.0
46454,9500.0,9500.0
46455,,
46456,,
46457,,
46458,9715.0,9715.0
46459,4167.0,4167.0
46460,8847.0,8847.0
46461,8847.0,8847.0
46462,,
46463,,
46464,7300.0,6350.0
46465,15979.0,16903.5
46466,16183.0,15000.0
46467,3500.0,3500.0
46468,14000.0,15034.0
46469,10500.0,7500.0
46470,5500.0,4750.0
46471,10628.0,10556.0
46472,11125.0,9500.0
46473,8125.0,8125.0
46474,9500.0,9500.0
46475,,
46476,11949.5,10500.0
46477,9500.0,9500.0
46478,9500.0,10036.0
46479,5727.0,5727.0
46480,4400.0,4583.0
46481,8847.0,8847.0
46482,5500.0,8248.5
46483,3998.0,5500.0
46484,7500.0,7500.0
46485,9059.0,9500.0
46486,9500.0,9500.0
46487,11992.0,12793.5
46488,9500.0,9500.0
46489,2810.0,3016.5
46490,9725.0,12100.0
46491,,
46492,5500.0,5500.0
46493,,
46494,3950.0,4000.0
46495,3950.0,4000.0
46496,13167.0,12750.0
46497,3500.0,3500.0
46498,3500.0,3500.0
46499,12911.5,13000.0
46500,12000.0,10509.0
46501,9500.0,9500.0
46502,9500.0,9048.0
46503,9500.0,9500.0
46504,,
46505,,
46506,,
46507,6212.0,6000.0
46508,7000.0,7000.0
46509,15200.0,9679.0
46510,,
46511,5334.0,6084.0
46512,3500.0,3500.0
46513,,
46514,,
46515,8181.0,8181.0
46516,,
46517,8840.0,8759.0
46518,6000.0,7158.0
46519,9500.0,9500.0
46520,6554.0,6511.5
46521,8014.5,6555.0
46522,3843.5,3660.0
46523,,
46524,7667.0,6971.5
46525,,
46526,9107.0,8730.0
46527,,
46528,5000.0,5000.0
46529,,
46530,9500.0,12209.0
46531,7500.0,12500.0
46532,,
46533,,
46534,,
46535,7500.0,7500.0
46536,7743.0,7770.0
46537,,
46538,8847.0,8847.0
46539,8847.0,8847.0
46540,,
46541,,
46542,12813.0,12841.5
46543,12000.0,11842.0
46544,7125.0,7125.0
46545,4750.0,4316.0
46546,9768.0,9558.0
46547,,
46548,,
46549,3500.0,3500.0
46550,5406.0,5386.5
46551,5215.5,5695.0
46552,,
46553,,
46554,9222.0,9190.0
46555,9500.0,9342.0
46556,9500.0,9500.0
46557,,
46558,4167.0,4167.0
46559,,
46560,,
46561,16500.0,14500.0
46562,4167.0,4167.0
46563,4167.0,4167.0
46564,4167.0,4167.0
46565,11000.0,10500.0
46566,7101.0,6333.0
46567,,
46568,8178.0,8061.0
46569,9908.0,9501.5
46570,6574.0,5500.0
46571,8834.0,5500.0
46572,9197.0,8425.0
46573,4428.0,4135.0
46574,9500.0,10287.5
46575,6464.0,6667.0
46576,8847.0,8847.0
46577,,
46578,12000.0,12000.0
46579,9500.0,9500.0
46580,9500.0,9500.0
46581,6365.0,6365.0
46582,,
46583,5768.0,5748.0
46584,12000.0,12000.0
46585,7000.0,7100.0
46586,6276.5,7593.5
46587,,
46588,,
46589,,
46590,9397.5,8250.0
46591,9500.0,9500.0
46592,7101.0,6333.0
46593,,
46594,7825.0,9500.0
46595,5500.0,7917.0
46596,7937.0,7124.0
46597,,
46598,6783.0,9500.0
46599,7667.0,7667.0
46600,,
46601,6500.0,7821.0
46602,9500.0,9500.0
46603,19000.0,16500.0
46604,5500.0,5500.0
46605,4167.0,4167.0
46606,7500.0,7500.0
46607,,
46608,9500.0,9500.0
46609,5794.0,5750.0
46610,,
46611,9500.0,9500.0
46612,,
46613,,
46614,,
46615,,
46616,4167.0,4167.0
46617,2685.0,3500.0
46618,14790.0,15917.0
46619,4500.0,5000.0
46620,,
46621,12666.0,9500.0
46622,8243.0,8316.5
46623,,
46624,7183.0,7900.0
46625,,
46626,2500.0,2625.0
46627,5532.0,6275.0
46628,,
46629,16183.0,15000.0
46630,11992.0,12793.5
46631,7500.0,6889.0
46632,5481.0,5481.0
46633,,
46634,5073.0,5040.0
46635,5767.5,6145.0
46636,9500.0,9500.0
46637,,
46638,9072.5,9382.0
46639,8155.0,7015.0
46640,4750.0,5000.0
46641,12148.0,9500.0
46642,9311.5,9312.0
46643,9500.0,9500.0
46644,,
46645,5462.5,4600.0
46646,9500.0,9500.0
46647,12000.0,10500.0
46648,,
46649,6133.0,5958.0
46650,6133.0,5958.0
46651,,
46652,11263.0,11129.0
46653,10143.0,9065.0
46654,4999.0,4999.0
46655,9500.0,9500.0
46656,4167.0,4167.0
46657,5558.0,5882.0
46658,12101.0,13893.0
46659,7562.0,7082.5
46660,12795.0,9834.0
46661,12822.0,13782.0
46662,9500.0,9500.0
46663,8410.0,8035.0
46664,8286.0,8286.0
46665,9833.0,9500.0
46666,5509.0,7706.0
46667,6333.0,6333.0
46668,5500.0,9500.0
46669,,
46670,5500.0,5500.0
46671,9500.0,9500.0
46672,6281.0,6332.0
46673,12000.0,8747.0
46674,9500.0,9500.0
46675,,
46676,9500.0,9500.0
46677,,
46678,3500.0,3500.0
46679,,
46680,8292.0,8269.0
46681,3500.0,5500.0
46682,8576.0,8710.0
46683,5500.0,6333.0
46684,7500.0,6889.0
46685,6333.0,7500.0
46686,6365.0,6365.0
46687,,
46688,9418.0,9460.0
46689,9418.0,9460.0
46690,9132.0,9500.0
46691,3434.0,4401.0
46692,9189.0,9134.5
46693,9500.0,9500.0
46694,6249.0,4750.0
46695,7500.0,8500.0
46696,,
46697,6950.0,5930.0
46698,,
46699,,
46700,,
46701,,
46702,,
46703,,
46704,,
46705,,
46706,,
46707,,
46708,,
46709,12000.0,11866.0
46710,7169.0,7455.5
46711,6868.5,7084.0
46712,9426.5,9500.0
46713,6439.0,6333.0
46714,15900.0,16333.0
46715,12708.0,13140.0
46716,2383.0,2600.0
46717,,
46718,,
46719,,
46720,,
46721,,
46722,5000.0,4509.5
46723,,
46724,3500.0,4750.0
46725,,
46726,,
46727,7500.0,8330.5
46728,4650.0,4650.0
46729,4167.0,4167.0
46730,9500.0,9500.0
46731,3414.0,6378.0
46732,9500.0,9500.0
46733,,
46734,,
46735,,
46736,8950.5,8077.0
46737,10093.0,11080.0
46738,9500.0,9500.0
46739,9500.0,9500.0
46740,,
46741,23000.0,35875.0
46742,11000.0,11199.0
46743,11000.0,11199.0
46744,,
46745,5600.0,9500.0
46746,5791.0,5074.0
46747,4302.5,5451.0
46748,,
46749,7917.0,7917.0
46750,4379.5,5013.5
46751,4786.0,4762.0
46752,4167.0,4167.0
46753,9500.0,9250.0
46754,6333.0,6333.0
46755,22000.0,22777.0
46756,9500.0,9500.0
46757,,
46758,3537.5,3500.0
46759,2400.0,1960.0
46760,3166.5,3167.0
46761,12050.0,12049.0
46762,,
46763,9040.0,8878.0
46764,,
46765,5500.0,5500.0
46766,,
46767,6326.0,5500.0
46768,6055.0,6758.5
46769,11861.0,11000.0
46770,7128.0,3925.0
46771,9500.0,9833.0
46772,6133.0,5958.0
46773,8667.0,8708.0
46774,4125.0,4151.0
46775,4125.0,4151.0
46776,4125.0,4151.0
46777,4125.0,4151.0
46778,,
46779,6503.0,6503.0
46780,6333.0,6333.0
46781,7830.0,7712.0
46782,,
46783,11625.0,11025.0
46784,,
46785,5750.0,6200.0
46786,6222.0,6222.0
46787,6922.0,7727.0
46788,6722.0,7000.0
46789,6722.0,7000.0
46790,9500.0,8555.0
46791,9118.5,9385.0
46792,10975.5,11088.0
46793,16000.0,13167.5
46794,9267.0,9222.0
46795,4167.0,4167.0
46796,5794.0,5750.0
46797,9102.0,9052.0
46798,6133.0,5958.0
46799,,
46800,5010.0,7000.0
46801,8943.5,8716.0
46802,4500.0,5000.0
46803,,
46804,12000.0,11942.0
46805,9000.0,8500.0
46806,9500.0,7192.0
46807,8318.0,8125.5
46808,3500.0,2541.0
46809,3500.0,3500.0
46810,7779.0,7605.0
46811,,
46812,,
46813,3500.0,3500.0
46814,,
46815,4250.0,4268.0
46816,7500.0,8375.0
46817,6166.5,8074.0
46818,5500.0,5500.0
46819,,
46820,3800.0,4750.0
46821,9905.0,8370.0
46822,20041.5,21605.0
46823,,
46824,,
46825,9500.0,9500.0
46826,7290.0,8548.0
46827,,
46828,,
46829,9500.0,9500.0
46830,5500.0,5500.0
46831,7964.0,7788.0
46832,7368.0,7281.0
46833,7932.0,7765.5
46834,,
46835,,
46836,3929.5,3500.0
46837,3500.0,3364.0
46838,3631.0,3997.0
46839,3631.0,3997.0
46840,3631.0,3997.0
46841,3631.0,3997.0
46842,11500.0,11176.0
46843,,
46844,9500.0,9500.0
46845,4999.0,4377.0
46846,6096.0,7000.0
46847,9500.0,8844.5
46848,14500.0,11854.5
46849,,
46850,6659.0,6183.0
46851,,
46852,,
46853,,
46854,7050.0,7150.0
46855,10307.0,9500.0
46856,7445.5,5500.0
46857,,
46858,8811.0,8391.0
46859,6334.0,5500.0
46860,6334.0,6334.0
46861,5000.0,5000.0
46862,6333.0,6333.0
46863,9500.0,9500.0
46864,2967.0,2707.0
46865,6699.5,6584.0
46866,9500.0,9500.0
46867,,
46868,,
46869,6852.0,6259.0
46870,,
46871,7784.0,7316.0
46872,5125.0,5500.0
46873,14000.0,15250.0
46874,,
46875,,
46876,8500.0,8063.0
46877,,
46878,5585.0,5692.5
46879,6000.0,7494.0
46880,3500.0,3500.0
46881,3500.0,6008.0
46882,5500.0,5500.0
46883,8500.0,8663.0
46884,6332.0,6332.0
46885,9500.0,9500.0
46886,4500.0,4500.0
46887,9288.0,9498.0
46888,13750.0,15280.0
46889,9501.0,9500.0
46890,,
46891,9500.0,8682.0
46892,,
46893,,
46894,3185.0,2749.0
46895,2750.0,2625.0
46896,3500.0,3500.0
46897,7001.0,6992.5
46898,18117.0,17500.0
46899,1749.0,1347.5
46900,16625.0,16150.0
46901,,
46902,3437.5,3500.0
46903,3500.0,3500.0
46904,3500.0,3500.0
46905,,
46906,9010.0,8935.0
46907,5750.0,6200.0
46908,5750.0,6200.0
46909,4166.0,3666.0
46910,8625.0,5500.0
46911,16000.0,14805.5
46912,16000.0,14805.5
46913,16000.0,14805.5
46914,4458.5,4230.0
46915,9500.0,9500.0
46916,9500.0,9500.0
46917,9500.0,9500.0
46918,5750.0,6200.0
46919,,
46920,2311.0,1750.0
46921,,
46922,7500.0,7500.0
46923,5948.0,5985.0
46924,9162.5,8484.0
46925,7100.0,6500.0
46926,7184.0,7700.0
46927,8325.0,7050.0
46928,,
46929,4603.0,4534.0
46930,,
46931,,
46932,,
46933,6133.0,5958.0
46934,6133.0,5958.0
46935,6133.0,5958.0
46936,6133.0,5958.0
46937,6133.0,5958.0
46938,12750.0,13125.0
46939,12750.0,13125.0
46940,3500.0,4750.0
46941,3750.0,4030.5
46942,7705.0,7705.0
46943,11719.0,10667.0
46944,9500.0,9500.0
46945,9500.0,9500.0
46946,9500.0,9500.0
46947,9500.0,9500.0
46948,9500.0,9500.0
46949,7863.0,7418.0
46950,9500.0,9500.0
46951,7985.0,7578.0
46952,6333.0,9500.0
46953,9500.0,9500.0
46954,,
46955,10430.0,9500.0
46956,4167.0,4167.0
46957,7300.0,7916.0
46958,4800.0,5500.0
46959,3700.0,4436.0
46960,6222.0,6222.0
46961,10334.5,9743.0
46962,4167.0,4167.0
46963,6659.0,6183.0
46964,9141.5,9445.5
46965,6333.0,6500.0
46966,5678.0,5500.0
46967,5500.0,6333.0
46968,5500.0,5500.0
46969,,
46970,7255.0,6333.0
46971,8000.0,5500.0
46972,,
46973,6566.0,6334.0
46974,5665.0,5933.0
46975,,
46976,5849.5,3750.0
46977,6333.5,6333.0
46978,8238.5,7600.0
46979,,
46980,,
46981,6073.0,5325.0
46982,10357.0,9825.0
46983,8684.5,8925.5
46984,6631.0,6333.0
46985,,
46986,6333.0,6333.0
46987,9500.0,9500.0
46988,9500.0,8355.0
46989,7548.5,6500.0
46990,9833.0,9833.0
46991,5899.0,5850.0
46992,4603.0,4534.0
46993,6333.0,6302.5
46994,,
46995,9500.0,9500.0
46996,9500.0,9500.0
46997,,
46998,4167.0,4167.0
46999,7600.0,7600.0
47000,7500.0,7500.0
47001,,
47002,5500.0,5500.0
47003,,
47004,,
47005,,
47006,6565.0,8250.0
47007,3500.0,5503.0
47008,2367.0,2499.0
47009,17500.0,17125.0
47010,9500.0,9500.0
47011,8430.5,8250.0
47012,16613.0,16500.0
47013,7001.0,6992.5
47014,7834.0,6335.0
47015,8867.0,8867.0
47016,9834.5,9500.0
47017,5917.0,7917.0
47018,9500.0,9500.0
47019,7500.0,6889.0
47020,9500.0,9169.0
47021,11338.0,10356.5
47022,7932.0,7765.5
47023,12000.0,12000.0
47024,9500.0,9500.0
47025,,
47026,9500.0,9500.0
47027,9500.0,9500.0
47028,10078.0,11001.0
47029,,
47030,4268.0,5572.5
47031,8061.0,7698.0
47032,9500.0,9500.0
47033,,
47034,9222.0,9190.0
47035,,
47036,3901.0,3500.0
47037,3702.5,5448.0
47038,4028.0,3797.5
47039,,
47040,,
47041,7500.0,7245.0
47042,,
47043,18500.0,18500.0
47044,11822.0,11478.0
47045,,
47046,4774.0,9500.0
47047,4167.0,4167.0
47048,4167.0,4167.0
47049,4167.0,4167.0
47050,4167.0,4167.0
47051,4167.0,4167.0
47052,11250.0,11937.5
47053,,
47054,2762.0,3080.0
47055,3500.0,3500.0
47056,4999.0,5500.0
47057,7242.0,7802.0
47058,5750.0,6200.0
47059,8973.0,8973.0
47060,,
47061,,
47062,9500.0,9500.0
47063,8028.0,8028.0
47064,,
47065,4167.0,4167.0
47066,4167.0,4167.0
47067,9500.0,9250.0
47068,5750.0,6200.0
47069,15000.0,15439.5
47070,4167.0,4167.0
47071,9003.0,8694.0
47072,6910.0,7277.0
47073,12000.0,14150.0
47074,3500.0,3500.0
47075,7003.5,6175.0
47076,,
47077,7661.0,8100.0
47078,6913.0,6914.0
47079,,
47080,9500.0,9253.0
47081,9500.0,9500.0
47082,10259.5,6749.5
47083,6333.0,6333.0
47084,12500.0,12500.0
47085,6133.0,5958.0
47086,3320.0,2545.0
47087,3320.0,2545.0
47088,5125.0,6000.0
47089,3100.0,3000.0
47090,,
47091,1416.5,945.5
47092,6503.0,6368.0
47093,,
47094,,
47095,,
47096,,
47097,,
47098,,
47099,,
47100,6275.0,6000.0
47101,7125.0,9500.0
47102,,
47103,9500.0,9500.0
47104,7916.0,7916.0
47105,7500.0,7466.5
47106,9500.0,7924.0
47107,9250.0,9784.5
47108,7474.5,7500.0
47109,8097.0,8097.0
47110,9500.0,9500.0
47111,,
47112,,
47113,8325.5,9500.0
47114,,
47115,8670.0,9500.0
47116,,
47117,8500.0,9500.0
47118,9500.0,9500.0
47119,,
47120,10500.0,13125.0
47121,9455.0,11827.5
47122,8072.0,6333.0
47123,9500.0,7204.5
47124,4250.0,5300.0
47125,8863.0,8825.5
47126,,
47127,6000.0,5375.0
47128,9500.0,9500.0
47129,7500.0,7500.0
47130,8485.0,5000.0
47131,5468.0,6244.0
47132,8926.0,9520.0
47133,12125.0,12125.0
47134,,
47135,9500.0,6938.0
47136,9500.0,9500.0
47137,8875.0,7975.0
47138,5500.0,5881.5
47139,5550.0,4700.0
47140,15500.0,15328.0
47141,6888.0,6888.0
47142,,
47143,,
47144,,
47145,9500.0,9500.0
47146,,
47147,9500.0,9445.0
47148,,
47149,,
47150,,
47151,,
47152,,
47153,,
47154,,
47155,,
47156,9500.0,9299.0
47157,9500.0,6000.0
47158,14075.0,16075.0
47159,3500.0,9822.0
47160,8047.5,8907.5
47161,9500.0,12205.5
47162,5500.0,7500.0
47163,7493.5,8492.0
47164,10705.0,10895.0
47165,9500.0,9500.0
47166,15427.0,15485.0
47167,9595.0,14657.0
47168,,
47169,,
47170,,
47171,6310.0,6323.0
47172,,
47173,,
47174,,
47175,,
47176,,
47177,1750.0,1600.0
47178,7509.5,7327.0
47179,,
47180,,
47181,2598.5,2687.0
47182,8847.0,8800.0
47183,,
47184,,
47185,6222.0,7500.0
47186,7156.0,7553.0
47187,5500.0,5892.5
47188,,
47189,,
47190,4768.0,4895.5
47191,5500.0,5500.0
47192,9500.0,9500.0
47193,6300.0,5500.0
47194,,
47195,5500.0,5500.0
47196,,
47197,,
47198,4804.5,4349.0
47199,9500.0,9500.0
47200,,
47201,,
47202,7101.0,6333.0
47203,,
47204,6133.0,5958.0
47205,5750.0,6200.0
47206,,
47207,7500.0,8340.0
47208,1750.0,1600.0
47209,1750.0,1600.0
47210,1750.0,1600.0
47211,6334.0,6334.0
47212,9500.0,9500.0
47213,6133.0,5958.0
47214,7050.0,7150.0
47215,8863.0,8825.5
47216,5834.0,4750.0
47217,5900.0,7442.5
47218,,
47219,,
47220,8811.0,8391.0
47221,8811.0,8391.0
47222,,
47223,10917.0,11938.0
47224,,
47225,7652.0,7652.0
47226,4500.0,4276.0
47227,4167.0,4167.0
47228,,
47229,3500.0,3612.5
47230,,
47231,7666.0,7832.0
47232,9500.0,9500.0
47233,9500.0,9500.0
47234,7000.0,6500.0
47235,5500.0,5499.0
47236,,
47237,,
47238,5500.0,5499.0
47239,7101.0,6333.0
47240,,
47241,6133.0,5958.0
47242,6133.0,5958.0
47243,9500.0,9500.0
47244,,
47245,,
47246,,
47247,,
47248,,
47249,9500.0,9500.0
47250,,
47251,7720.0,9500.0
47252,9500.0,9167.0
47253,12000.0,12000.0
47254,7500.0,9500.0
47255,,
47256,11949.5,10500.0
47257,,
47258,15187.0,16076.0
47259,7921.5,7917.0
47260,,
47261,,
47262,,
47263,3631.0,3997.0
47264,8494.0,8494.0
47265,,
47266,5818.0,5818.0
47267,9003.0,8694.0
47268,9500.0,9500.0
47269,8558.0,8152.0
47270,9500.0,9500.0
47271,,
47272,,
47273,8831.0,8583.0
47274,6593.5,7017.0
47275,7975.0,5500.0
47276,9500.0,9500.0
47277,,
47278,5588.0,4613.0
47279,4167.0,4167.0
47280,4125.0,4151.0
47281,4125.0,4151.0
47282,12500.0,9500.0
47283,9500.0,9500.0
47284,,
47285,20000.0,14083.5
47286,,
47287,,
47288,,
47289,,
47290,,
47291,7979.0,7020.0
47292,10769.0,9644.0
47293,8750.0,8757.0
47294,7101.0,6333.0
47295,9500.0,9500.0
47296,9500.0,11000.0
47297,,
47298,5204.0,4807.0
47299,4372.0,4000.0
47300,,
47301,,
47302,8338.0,8338.0
47303,,
47304,4167.0,4167.0
47305,7500.0,7245.0
47306,7001.0,6992.5
47307,7070.0,6957.0
47308,12000.0,14150.0
47309,7500.0,6335.0
47310,8811.0,8391.0
47311,8811.0,8391.0
47312,9500.0,9500.0
47313,6335.0,6500.0
47314,7667.0,9500.0
47315,8100.0,8679.0
47316,4603.0,4534.0
47317,6760.0,6754.0
47318,4167.0,4167.0
47319,7389.0,7389.0
47320,4125.0,4151.0
47321,4167.0,4167.0
47322,4167.0,4167.0
47323,4167.0,4167.0
47324,4167.0,4167.0
47325,8863.0,8825.5
47326,9500.0,9500.0
47327,19500.0,12000.0
47328,,
47329,,
47330,6850.0,6984.5
47331,,
47332,,
47333,,
47334,,
47335,11875.0,12625.0
47336,8770.5,12152.0
47337,,
47338,8866.5,8000.0
47339,,
47340,9500.0,9585.0
47341,9500.0,9500.0
47342,4866.0,4866.0
47343,,
47344,3800.0,4343.0
47345,9500.0,9500.0
47346,6294.5,6222.0
47347,8986.0,9500.0
47348,,
47349,8817.0,8722.0
47350,,
47351,,
47352,9000.0,8712.0
47353,,
47354,,
47355,,
47356,8050.0,6750.0
47357,,
47358,,
47359,,
47360,,
47361,9500.0,8312.5
47362,7500.0,5500.0
47363,9233.5,12787.0
47364,,
47365,3500.0,3500.0
47366,9500.0,7500.0
47367,9500.0,9500.0
47368,8859.0,8825.5
47369,,
47370,,
47371,9500.0,9500.0
47372,,
47373,,
47374,8223.0,8248.0
47375,9500.0,9500.0
47376,5125.0,6250.0
47377,6133.0,5958.0
47378,6133.0,5958.0
47379,6133.0,5958.0
47380,4125.0,4151.0
47381,8392.0,8181.0
47382,,
47383,12000.0,12500.0
47384,15426.5,14610.5
47385,11000.0,12000.0
47386,9501.0,9500.0
47387,9750.0,6750.0
47388,9500.0,9279.0
47389,9500.0,9500.0
47390,,
47391,8831.0,8583.0
47392,5536.0,5500.0
47393,13000.0,12500.0
47394,9500.0,9375.0
47395,11000.0,10500.0
47396,9500.0,9500.0
47397,8480.5,7961.0
47398,6333.0,6333.0
47399,6659.0,6183.0
47400,9500.0,8959.0
47401,7500.0,7346.0
47402,7102.5,7250.0
47403,,
47404,,
47405,4167.0,4167.0
47406,,
47407,,
47408,7500.0,7500.0
47409,8831.0,8583.0
47410,,
47411,,
47412,7417.0,7500.0
47413,9500.0,9500.0
47414,,
47415,6222.0,6222.0
47416,6986.0,7985.0
47417,7099.0,7049.0
47418,,
47419,9500.0,10691.0
47420,,
47421,4870.0,4871.0
47422,9500.0,8240.0
47423,9833.0,11428.0
47424,7070.0,6957.0
47425,9500.0,9500.0
47426,4167.0,4167.0
47427,4167.0,4167.0
47428,4167.0,4167.0
47429,4167.0,4167.0
47430,,
47431,4450.0,4500.0
47432,8811.0,8391.0
47433,,
47434,,
47435,9500.0,9500.0
47436,9088.5,8483.5
47437,7316.0,7012.0
47438,,
47439,,
47440,6133.0,5958.0
47441,6133.0,5958.0
47442,6133.0,5958.0
47443,6133.0,5958.0
47444,6133.0,5958.0
47445,6133.0,5958.0
47446,20500.0,20426.0
47447,5061.0,4808.0
47448,,
47449,,
47450,,
47451,7101.0,6333.0
47452,9500.0,11295.0
47453,12822.0,13782.0
47454,16000.0,14805.5
47455,7932.0,7765.5
47456,,
47457,8667.0,8708.0
47458,3500.0,3500.0
47459,3705.5,4750.0
47460,5500.0,5500.0
47461,7101.0,6333.0
47462,,
47463,6335.0,6335.0
47464,,
47465,,
47466,4140.0,4140.0
47467,13250.5,24721.0
47468,,
47469,9500.0,10035.0
47470,5363.0,5100.5
47471,3500.0,3500.0
47472,9170.0,8767.5
47473,9715.0,9715.0
47474,,
47475,13917.0,13633.0
47476,13917.0,13633.0
47477,13917.0,13633.0
47478,5678.0,5500.0
47479,4167.0,4167.0
47480,4167.0,4167.0
47481,12000.0,12000.0
47482,3499.0,3201.5
47483,4167.0,4167.0
47484,,
47485,19500.0,19183.5
47486,19500.0,19183.5
47487,8706.0,7998.0
47488,7197.0,7621.0
47489,5499.0,5483.0
47490,8122.0,7699.0
47491,6834.0,7085.0
47492,,
47493,7480.0,7500.0
47494,,
47495,9391.0,9391.0
47496,,
47497,,
47498,11965.0,11335.0
47499,12000.0,16000.0
47500,6881.0,6343.0
47501,7816.5,7891.0
47502,16000.0,13167.5
47503,5927.5,6210.0
47504,9768.0,9558.0
47505,11110.0,10796.5
47506,11110.0,10796.5
47507,9806.0,9500.0
47508,10500.0,9500.0
47509,9010.0,8935.0
47510,9500.0,9500.0
47511,7992.5,7388.0
47512,11110.0,10796.5
47513,9086.0,8633.0
47514,7050.0,7150.0
47515,7050.0,7150.0
47516,,
47517,6133.0,5958.0
47518,6133.0,5958.0
47519,9500.0,9500.0
47520,12813.0,12841.5
47521,9500.0,9203.0
47522,9500.0,9203.0
47523,6133.0,5958.0
47524,6133.0,5958.0
47525,9500.0,9500.0
47526,9500.0,9500.0
47527,9500.0,9500.0
47528,3500.0,3500.0
47529,4000.0,3671.0
47530,9500.0,12667.0
47531,7070.0,6957.0
47532,9222.0,9190.0
47533,7579.0,7578.0
47534,9500.0,9500.0
47535,9003.0,8694.0
47536,,
47537,,
47538,9806.0,9500.0
47539,7101.0,6333.0
47540,9500.0,9500.0
47541,9102.0,9052.0
47542,4167.0,4167.0
47543,5274.0,5736.0
47544,9500.0,9500.0
47545,4500.0,5000.0
47546,6133.0,5958.0
47547,15000.0,15439.5
47548,6133.0,5958.0
47549,14166.0,12524.5
47550,14166.0,12524.5
