,FEMALE_DEBT_MDN,MALE_DEBT_MDN
71217,8219.0,5915.0
71218,9500.0,10876.5
71219,,
71220,12667.0,11821.0
71221,12667.0,11821.0
71222,12667.0,11821.0
71223,12667.0,11821.0
71224,12667.0,11821.0
71225,12667.0,11821.0
71226,12667.0,11821.0
71227,,
71228,10021.5,9065.0
71229,6000.0,6334.0
71230,11250.0,10625.0
71231,11250.0,10625.0
71232,8608.5,7927.5
71233,11250.0,10625.0
71234,9500.0,9500.0
71235,9500.0,9500.0
71236,6334.0,6334.0
71237,,
71238,9500.0,9499.0
71239,9500.0,9500.0
71240,9500.0,11990.0
71241,6332.0,8068.5
71242,12950.0,12658.5
71243,,
71244,9500.0,10043.0
71245,6334.0,6334.0
71246,6334.0,6334.0
71247,6334.0,6334.0
71248,11168.0,9500.0
71249,11168.0,9500.0
71250,11168.0,9500.0
71251,11179.0,9500.0
71252,7766.0,7289.0
71253,7583.0,7355.5
71254,10000.0,9500.0
71255,9500.0,9500.0
71256,13000.0,12000.0
71257,,
71258,16750.0,16000.0
71259,10125.0,11000.0
71260,16500.0,14994.0
71261,16500.0,14994.0
71262,16500.0,14994.0
71263,9500.0,9500.0
71264,9394.0,9500.0
71265,9394.0,9500.0
71266,9394.0,9500.0
71267,9394.0,9500.0
71268,9394.0,9500.0
71269,9394.0,9500.0
71270,9394.0,9500.0
71271,9394.0,9500.0
71272,9394.0,9500.0
71273,13056.5,9500.0
71274,9394.0,9500.0
71275,9394.0,9500.0
71276,9394.0,9500.0
71277,9394.0,9500.0
71278,9394.0,9500.0
71279,9394.0,9500.0
71280,9394.0,9500.0
71281,,
71282,9500.0,9498.0
71283,9500.0,9498.0
71284,9500.0,9498.0
71285,11635.0,10500.0
71286,13916.5,7011.0
71287,,
71288,12000.0,12000.0
71289,9500.0,9499.0
71290,,
71291,,
71292,8125.0,7652.0
71293,,
71294,,
71295,7472.0,7472.0
71296,16726.0,15996.0
71297,,
71298,,
71299,8678.0,14750.0
71300,6333.0,6333.0
71301,8398.0,8474.0
71302,,
71303,7916.5,9500.0
71304,6416.5,12500.0
71305,,
71306,,
71307,23550.0,23293.5
71308,19428.0,19475.0
71309,,
71310,8956.5,6333.0
71311,,
71312,5674.0,5614.0
71313,3500.0,3500.0
71314,9833.0,16500.0
71315,,
71316,,
71317,,
71318,,
71319,,
71320,,
71321,,
71322,,
71323,,
71324,,
71325,,
71326,4750.0,11250.0
71327,,
71328,6365.0,6365.0
71329,,
71330,,
71331,,
71332,3804.0,3825.0
71333,,
71334,,
71335,,
71336,,
71337,13115.0,10500.0
71338,8875.0,10555.0
71339,,
71340,,
71341,,
71342,,
71343,,
71344,,
71345,9618.0,9833.0
71346,,
71347,7917.0,7917.0
71348,9500.0,9500.0
71349,,
71350,,
71351,,
71352,,
71353,9500.0,9500.0
71354,,
71355,,
71356,8053.0,9500.0
71357,,
71358,8581.0,10226.0
71359,8666.0,9500.0
71360,8666.0,9500.0
71361,8666.0,9500.0
71362,4500.0,7350.0
71363,8125.0,7533.0
71364,8125.0,7533.0
71365,12999.0,13291.0
71366,19000.0,15834.0
71367,10021.5,9065.0
71368,10021.5,9065.0
71369,9500.0,10876.5
71370,12667.5,10890.0
71371,9040.0,8077.0
71372,,
71373,8820.0,7385.0
71374,,
71375,,
71376,9500.0,9499.0
71377,6333.0,6900.0
71378,13194.0,9799.0
71379,13677.0,10671.0
71380,,
71381,7691.0,17613.0
71382,,
71383,,
71384,,
71385,,
71386,,
71387,9500.0,9500.0
71388,9500.0,7917.0
71389,,
71390,5500.0,7992.5
71391,9833.0,12999.0
71392,,
71393,,
71394,,
71395,,
71396,,
71397,,
71398,,
71399,,
71400,,
71401,2950.0,3675.0
71402,3811.0,4614.0
71403,,
71404,,
71405,10282.0,9500.0
71406,,
71407,8312.0,9500.0
71408,9500.0,9499.0
71409,,
71410,,
71411,,
71412,11609.0,11149.0
71413,4974.0,5016.0
71414,5471.0,5967.0
71415,9500.0,9500.0
71416,9500.0,9500.0
71417,13600.0,9500.0
71418,9500.0,9460.0
71419,8023.0,7600.0
71420,7685.5,6800.0
71421,11082.0,10655.5
71422,12967.5,14583.0
71423,15042.0,12875.0
71424,11250.0,10625.0
71425,9497.0,7600.0
71426,9500.0,9500.0
71427,10318.0,9500.0
71428,6334.0,6334.0
71429,14167.0,11082.5
71430,14167.0,11082.5
71431,14167.0,11082.5
71432,12667.0,11821.0
71433,12667.0,11821.0
71434,12667.0,11821.0
71435,12667.0,11821.0
71436,12667.0,11821.0
71437,12667.0,11821.0
71438,16918.0,9500.0
71439,6000.0,5500.0
71440,6000.0,5500.0
71441,9500.0,9500.0
71442,9500.0,9500.0
71443,,
71444,,
71445,,
71446,,
71447,,
71448,10021.5,9065.0
71449,6334.0,6334.0
71450,6334.0,6334.0
71451,6334.0,6334.0
71452,9394.0,9500.0
71453,9394.0,9500.0
71454,9394.0,9500.0
71455,9394.0,9500.0
71456,9394.0,9500.0
71457,9394.0,9500.0
71458,9394.0,9500.0
71459,19000.0,15834.0
71460,10021.5,9065.0
71461,15308.0,11000.0
71462,15308.0,11000.0
71463,13388.0,16500.0
71464,15308.0,11000.0
71465,12000.0,16000.0
71466,8333.0,8405.0
71467,9500.0,7306.0
71468,9297.0,8333.0
71469,15917.0,14908.0
71470,16500.0,16696.0
71471,,
71472,12391.0,8500.0
71473,11168.0,9500.0
71474,9500.0,9500.0
71475,,
71476,8971.0,8900.0
71477,17072.0,17072.0
71478,9418.0,9454.0
71479,9500.0,9500.0
71480,16500.0,14994.0
71481,9328.0,8252.0
71482,9328.0,8252.0
71483,11531.0,14611.0
71484,9500.0,9500.0
71485,,
71486,9128.0,5861.0
71487,,
71488,,
71489,,
71490,13420.0,17060.0
71491,16850.0,10050.0
71492,,
71493,,
71494,,
71495,,
71496,,
71497,,
71498,7647.5,12500.0
71499,,
71500,,
71501,,
71502,,
71503,11062.5,10375.0
71504,,
71505,,
71506,,
71507,7500.0,9875.0
71508,,
71509,,
71510,4750.0,5177.5
71511,6917.0,7917.0
71512,,
71513,,
71514,,
71515,,
71516,,
71517,,
71518,,
71519,,
71520,,
71521,,
71522,,
71523,9500.0,8533.0
71524,,
71525,9302.0,6653.5
71526,,
71527,6333.0,7611.0
71528,,
71529,,
71530,,
71531,9500.0,10827.0
71532,9500.0,6756.0
71533,,
71534,,
71535,,
71536,,
71537,6439.0,6734.0
71538,4750.0,5500.0
71539,,
71540,8769.0,8769.0
71541,,
71542,9500.0,9500.0
71543,,
71544,,
71545,,
71546,,
71547,10194.0,5556.5
71548,,
71549,,
71550,,
71551,,
71552,,
71553,4750.0,4750.0
71554,,
71555,,
71556,,
71557,,
71558,,
71559,7917.0,16500.0
71560,,
71561,,
71562,,
71563,,
71564,9951.0,17644.5
71565,,
71566,,
71567,,
71568,9394.0,9500.0
71569,9500.0,9500.0
71570,9500.0,9500.0
71571,25145.0,23856.0
71572,25145.0,23856.0
71573,16750.0,16000.0
71574,9500.0,9499.0
71575,9500.0,9500.0
71576,9833.0,9833.0
71577,9167.0,6334.0
71578,9394.0,9500.0
71579,9394.0,9500.0
71580,9394.0,9500.0
71581,9394.0,9500.0
71582,9394.0,9500.0
71583,9394.0,9500.0
71584,9394.0,9500.0
71585,9394.0,9500.0
71586,9499.0,9500.0
71587,8125.0,7533.0
71588,6522.5,8500.0
71589,9500.0,9460.0
71590,9500.0,9500.0
71591,4786.0,5222.0
71592,9500.0,7492.0
71593,9040.0,8077.0
71594,3500.0,3500.0
71595,9500.0,9500.0
71596,9090.0,13000.0
71597,10282.0,9500.0
71598,9000.0,6075.5
71599,,
71600,12667.5,10890.0
71601,9500.0,9499.0
71602,9500.0,9500.0
71603,9500.0,9500.0
71604,9500.0,9500.0
71605,9500.0,9500.0
71606,9500.0,9500.0
71607,9500.0,9500.0
71608,9500.0,9500.0
71609,10437.5,10910.5
71610,8860.0,9328.5
71611,8836.0,8063.0
71612,9499.0,9500.0
71613,15308.0,11000.0
71614,19000.0,15834.0
71615,15308.0,11000.0
71616,15308.0,11000.0
71617,15308.0,11000.0
71618,16750.0,16000.0
71619,6000.0,6835.0
71620,5500.0,4750.0
71621,6077.0,6222.0
71622,4974.0,5016.0
71623,6077.0,6222.0
71624,6222.0,6312.0
71625,6077.0,6222.0
71626,6334.0,6334.0
71627,6334.0,6334.0
71628,6334.0,6334.0
71629,6334.0,6334.0
71630,6334.0,6334.0
71631,6334.0,6334.0
71632,12346.0,9500.0
71633,15308.0,11000.0
71634,6222.0,6312.0
71635,6500.0,8674.0
71636,6222.0,6312.0
71637,6077.0,6222.0
71638,6077.0,6222.0
71639,4974.0,5016.0
71640,5471.0,5967.0
71641,7583.0,7355.5
71642,13916.5,7011.0
71643,9000.0,6075.5
71644,10556.0,12311.0
71645,,
71646,,
71647,,
71648,17083.0,15777.0
71649,13807.0,16850.0
71650,9749.0,11985.0
71651,,
71652,10556.0,14073.0
71653,9335.0,9335.0
71654,16850.0,16779.0
71655,,
71656,,
71657,6000.0,6334.0
71658,6000.0,6334.0
71659,,
71660,,
71661,,
71662,,
71663,,
71664,,
71665,,
71666,,
71667,,
71668,,
71669,,
71670,,
71671,,
71672,,
71673,,
71674,,
71675,,
71676,,
71677,5912.0,5500.0
71678,,
71679,,
71680,,
71681,6333.0,9500.0
71682,,
71683,,
71684,,
71685,,
71686,,
71687,,
71688,12667.0,11821.0
71689,12667.0,11821.0
71690,12667.0,11821.0
71691,12667.0,11821.0
71692,12667.0,11821.0
71693,12667.0,11821.0
71694,12667.0,11821.0
71695,12667.0,11821.0
71696,12667.0,11821.0
71697,12667.0,11821.0
71698,12667.0,11821.0
71699,12667.0,11821.0
71700,12667.0,11821.0
71701,12667.0,11821.0
71702,,
71703,,
71704,,
71705,7732.0,9298.0
71706,,
71707,11179.0,9500.0
71708,9500.0,9500.0
71709,9500.0,9500.0
71710,6334.0,6334.0
71711,9500.0,9500.0
71712,8444.0,6861.0
71713,8444.0,6861.0
71714,6334.0,6334.0
71715,6522.5,8500.0
71716,,
71717,9500.0,9500.0
71718,10021.5,9065.0
71719,10021.5,9065.0
71720,,
71721,,
71722,,
71723,9500.0,9500.0
71724,9500.0,9500.0
71725,9500.0,9500.0
71726,9500.0,9500.0
71727,8312.0,9500.0
71728,9500.0,9500.0
71729,9500.0,9500.0
71730,9500.0,9500.0
71731,9500.0,9500.0
71732,9500.0,9499.0
71733,18800.0,18532.0
71734,9500.0,9500.0
71735,9500.0,9500.0
71736,,
71737,4500.0,4500.0
71738,7339.0,8343.0
71739,8769.0,8769.0
71740,4500.0,3500.0
71741,12667.5,10890.0
71742,8125.0,7533.0
71743,9500.0,9498.0
71744,8971.0,8900.0
71745,9500.0,9498.0
71746,10985.5,12813.0
71747,9500.0,9500.0
71748,,
71749,7359.0,7479.0
71750,7359.0,7479.0
71751,7766.0,7289.0
71752,,
71753,10021.5,9065.0
71754,4802.0,5150.0
71755,6861.0,6861.0
71756,9500.0,9500.0
71757,9899.0,9498.0
71758,,
71759,9119.0,9636.0
71760,6333.0,9500.0
71761,9833.0,7616.0
71762,4514.0,4500.0
71763,11884.0,9685.0
71764,6500.0,6500.0
71765,9500.0,4750.0
71766,,
71767,9500.0,9499.0
71768,9328.0,8252.0
71769,,
71770,9500.0,9460.0
71771,9040.0,8077.0
71772,9500.0,9460.0
71773,9500.0,9499.0
71774,9500.0,9499.0
71775,14996.0,10908.0
71776,16500.0,14994.0
71777,9500.0,6317.0
71778,,
71779,,
71780,9500.0,9499.0
71781,,
71782,,
71783,6967.0,6967.0
71784,5400.0,5395.0
71785,7618.0,8299.0
71786,,
71787,,
71788,7359.0,7479.0
71789,7871.0,6584.0
71790,7557.0,9500.0
71791,,
71792,8919.0,7916.0
71793,,
71794,,
71795,,
71796,5500.0,5500.0
71797,,
71798,,
71799,,
71800,,
71801,,
71802,,
71803,,
71804,,
71805,16000.0,14886.5
71806,,
71807,,
71808,,
71809,,
71810,,
71811,6729.0,6729.0
71812,,
71813,,
71814,,
71815,,
71816,,
71817,,
71818,,
71819,,
71820,,
71821,12110.0,16500.0
71822,,
71823,,
71824,,
71825,,
71826,,
71827,,
71828,,
71829,,
71830,,
71831,,
71832,,
71833,9500.0,6311.5
71834,,
71835,,
71836,,
71837,,
71838,,
71839,,
71840,,
71841,,
71842,,
71843,,
71844,,
71845,,
71846,4222.0,6500.0
71847,,
71848,,
71849,,
71850,,
71851,,
71852,,
71853,,
71854,,
71855,,
71856,8112.5,5500.0
71857,,
71858,,
71859,6398.0,10556.0
71860,,
71861,,
71862,9500.0,9500.0
71863,,
71864,,
71865,,
71866,,
71867,,
71868,,
71869,,
71870,,
71871,,
71872,,
71873,7652.0,7600.0
71874,,
71875,,
71876,,
71877,12000.0,11808.0
71878,,
71879,,
71880,,
71881,,
71882,,
71883,,
71884,,
71885,13652.5,9500.0
71886,11082.0,10655.5
71887,,
71888,6333.0,6333.0
71889,6333.0,6333.0
71890,,
71891,,
71892,8250.0,13000.0
71893,12667.0,11821.0
71894,12667.0,11821.0
71895,9500.0,8590.0
71896,9500.0,6317.0
71897,8219.0,5915.0
71898,8219.0,5915.0
71899,8219.0,5915.0
71900,8219.0,5915.0
71901,15308.0,11000.0
71902,7359.0,7479.0
71903,16500.0,14994.0
71904,16500.0,14994.0
71905,12667.0,11821.0
71906,6333.0,9500.0
71907,9500.0,9500.0
71908,16918.0,9500.0
71909,11767.5,11922.5
71910,9394.0,9500.0
71911,9394.0,9500.0
71912,9394.0,9500.0
71913,9394.0,9500.0
71914,9394.0,9500.0
71915,9394.0,9500.0
71916,9394.0,9500.0
71917,9394.0,9500.0
71918,9394.0,9500.0
71919,9394.0,9500.0
71920,9394.0,9500.0
71921,9394.0,9500.0
71922,9394.0,9500.0
71923,9394.0,9500.0
71924,9394.0,9500.0
71925,9394.0,9500.0
71926,9394.0,9500.0
71927,9394.0,9500.0
71928,9500.0,9500.0
71929,13916.5,7011.0
71930,9500.0,9500.0
71931,9500.0,9500.0
71932,9500.0,9500.0
71933,9500.0,9500.0
71934,,
71935,6000.0,6334.0
71936,6000.0,6334.0
71937,6000.0,6334.0
71938,12313.0,13782.0
71939,12313.0,13782.0
71940,9500.0,7492.0
71941,,
71942,3500.0,3500.0
71943,8333.0,8405.0
71944,4750.0,5260.0
71945,,
71946,,
71947,13388.0,16500.0
71948,6231.0,6256.0
71949,9500.0,9500.0
71950,7855.0,8196.0
71951,7855.0,8196.0
71952,7855.0,8196.0
71953,7855.0,8196.0
71954,7855.0,8196.0
71955,15042.0,12875.0
71956,,
71957,,
71958,,
71959,,
71960,9500.0,9500.0
71961,6967.0,8107.0
71962,9269.0,9500.0
71963,9292.5,10375.0
71964,9500.0,9500.0
71965,8919.0,7916.0
71966,5401.0,4750.0
71967,5401.0,4750.0
71968,,
71969,9500.0,9500.0
71970,,
71971,7125.0,4750.0
71972,10021.5,9065.0
71973,10021.5,9065.0
71974,6522.5,8500.0
71975,,
71976,5839.0,5484.5
71977,,
71978,12667.0,11821.0
71979,12667.0,11821.0
71980,12667.0,11821.0
71981,12667.0,11821.0
71982,12667.0,11821.0
71983,12667.0,11821.0
71984,9500.0,8590.0
71985,14000.0,12750.0
71986,5072.0,12000.0
71987,16007.0,9500.0
71988,16007.0,9500.0
71989,9545.5,10455.0
71990,9545.5,10455.0
71991,7167.0,7788.0
71992,7167.0,7788.0
71993,9500.0,8590.0
71994,9500.0,8590.0
71995,9500.0,8590.0
71996,9480.5,6333.0
71997,,
71998,9500.0,9500.0
71999,,
72000,9050.0,6040.0
72001,9500.0,9500.0
72002,9500.0,9150.0
72003,9500.0,9150.0
72004,6333.0,6333.0
72005,6000.0,6334.0
72006,8666.0,9500.0
72007,12000.0,16000.0
72008,,
72009,9500.0,9460.0
72010,20000.0,21500.0
72011,6125.0,6402.0
72012,17708.0,19000.0
72013,12552.5,13039.0
72014,19776.0,25389.0
72015,8971.0,8900.0
72016,9500.0,9499.0
72017,9500.0,9499.0
72018,,
72019,,
72020,,
72021,6500.0,5500.0
72022,,
72023,,
72024,9500.0,9500.0
72025,,
72026,14963.0,12157.0
72027,9500.0,11355.0
72028,,
72029,9500.0,9500.0
72030,,
72031,,
72032,,
72033,,
72034,,
72035,,
72036,4088.0,4750.0
72037,13056.5,9500.0
72038,9500.0,9499.0
72039,,
72040,9500.0,9499.0
72041,,
72042,,
72043,,
72044,,
72045,4191.0,4293.0
72046,17084.0,17084.0
72047,9000.0,6075.5
72048,,
72049,6180.5,5500.0
72050,16500.0,14994.0
72051,16500.0,14994.0
72052,9500.0,9500.0
72053,,
72054,9500.0,9499.0
72055,6334.0,6334.0
72056,6334.0,6334.0
72057,9500.0,9500.0
72058,9394.0,9500.0
72059,9394.0,9500.0
72060,9394.0,9500.0
72061,9394.0,9500.0
72062,9394.0,9500.0
72063,9394.0,9500.0
72064,9394.0,9500.0
72065,9394.0,9500.0
72066,6222.0,6312.0
72067,9500.0,9500.0
72068,9500.0,9500.0
72069,9090.0,13000.0
72070,16920.0,11655.0
72071,9500.0,7917.0
72072,9500.0,9499.0
72073,7855.0,8196.0
72074,12000.0,20000.0
72075,,
72076,16750.0,16000.0
72077,16750.0,16000.0
72078,14402.0,6250.0
72079,,
72080,,
72081,,
72082,,
72083,,
72084,,
72085,,
72086,,
72087,,
72088,9500.0,9500.0
72089,,
72090,,
72091,,
72092,,
72093,,
72094,,
72095,,
72096,,
72097,,
72098,,
72099,5300.0,5500.0
72100,,
72101,7738.0,7811.0
72102,5500.0,8817.5
72103,,
72104,,
72105,,
72106,,
72107,,
72108,15812.0,15915.0
72109,,
72110,3694.0,3694.0
72111,,
72112,,
72113,9249.0,9500.0
72114,7756.0,6500.0
72115,,
72116,,
72117,,
72118,,
72119,,
72120,9500.0,5500.0
72121,,
72122,5500.0,5500.0
72123,,
72124,,
72125,7000.0,8250.0
72126,,
72127,,
72128,,
72129,6334.0,6334.0
72130,6334.0,6334.0
72131,25145.0,23856.0
72132,9500.0,6317.0
72133,8219.0,5915.0
72134,8219.0,5915.0
72135,8219.0,5915.0
72136,6500.0,8674.0
72137,7915.0,8562.0
72138,6222.0,6312.0
72139,15739.5,12245.0
72140,15739.5,12245.0
72141,,
72142,6920.0,7047.0
72143,,
72144,8669.5,8769.0
72145,7917.0,7917.0
72146,9217.0,8550.0
72147,,
72148,3811.0,4614.0
72149,15812.0,15915.0
72150,12667.0,11821.0
72151,12667.0,11821.0
72152,12667.0,11821.0
72153,12667.0,11821.0
72154,12667.0,11821.0
72155,12667.0,11821.0
72156,12667.0,11821.0
72157,12667.0,11821.0
72158,12667.0,11821.0
72159,12667.0,11821.0
72160,12667.0,11821.0
72161,12667.0,11821.0
72162,12667.0,11821.0
72163,9500.0,8590.0
72164,19000.0,19250.0
72165,,
72166,6990.5,8173.5
72167,,
72168,,
72169,,
72170,,
72171,,
72172,4560.0,4560.0
72173,6000.0,6334.0
72174,6000.0,6334.0
72175,9000.0,6075.5
72176,9500.0,9499.0
72177,7915.0,8562.0
72178,23190.0,21500.0
72179,10437.5,10910.5
72180,7732.0,9298.0
72181,,
72182,,
72183,15834.0,12000.0
72184,16731.5,15448.0
72185,17323.0,19326.0
72186,,
72187,4974.0,5016.0
72188,9500.0,7917.0
72189,9500.0,9500.0
72190,10556.0,14283.0
72191,9500.0,9500.0
72192,11168.0,9500.0
72193,12000.0,14250.0
72194,,
72195,9500.0,9500.0
72196,9500.0,9500.0
72197,5500.0,7291.5
72198,8688.5,7221.0
72199,3811.0,4614.0
72200,,
72201,,
72202,,
72203,,
72204,,
72205,9500.0,9499.0
72206,9492.0,8592.5
72207,7917.0,7521.0
72208,,
72209,,
72210,7308.0,7416.0
72211,,
72212,5983.0,5887.0
72213,,
72214,9833.0,9666.5
72215,,
72216,,
72217,,
72218,,
72219,,
72220,,
72221,,
72222,,
72223,,
72224,,
72225,,
72226,,
72227,,
72228,,
72229,4750.0,4562.5
72230,,
72231,,
72232,,
72233,8960.5,9500.0
72234,3167.0,3167.0
72235,,
72236,,
72237,,
72238,,
72239,,
72240,,
72241,,
72242,,
72243,,
72244,,
72245,,
72246,,
72247,,
72248,,
72249,,
72250,,
72251,,
72252,,
72253,,
72254,,
72255,,
72256,,
72257,,
72258,,
72259,,
72260,,
72261,,
72262,,
72263,,
72264,,
72265,,
72266,,
72267,,
72268,,
72269,,
72270,,
72271,6333.0,3666.0
72272,,
72273,,
72274,,
72275,6334.0,6334.0
72276,8125.0,7533.0
72277,12667.0,11821.0
72278,12667.0,11821.0
72279,14167.0,11082.5
72280,9500.0,9500.0
72281,5500.0,4750.0
72282,6000.0,6334.0
72283,6222.0,6312.0
72284,6222.0,6312.0
72285,9500.0,15539.5
72286,12000.0,16000.0
72287,12000.0,16000.0
72288,10000.0,9500.0
72289,6500.0,8674.0
72290,9500.0,9500.0
72291,,
72292,9500.0,9500.0
72293,9500.0,9500.0
72294,12999.0,13291.0
72295,7855.0,8196.0
72296,9500.0,9500.0
72297,11104.0,16488.0
72298,8444.0,6861.0
72299,12391.0,8500.0
72300,9500.0,9498.0
72301,8971.0,8900.0
72302,9500.0,9500.0
72303,9500.0,9500.0
72304,6250.0,5500.0
72305,6250.0,6491.0
72306,,
72307,,
72308,,
72309,,
72310,,
72311,,
72312,,
72313,9500.0,16929.0
72314,,
72315,,
72316,8219.0,5915.0
72317,8219.0,5915.0
72318,8219.0,5915.0
72319,8219.0,5915.0
72320,8219.0,5915.0
72321,8219.0,5915.0
72322,8219.0,5915.0
72323,8219.0,5915.0
72324,8219.0,5915.0
72325,10021.5,9065.0
72326,11500.0,12925.0
72327,11500.0,12925.0
72328,11500.0,12925.0
72329,11500.0,12925.0
72330,11500.0,12925.0
72331,11500.0,12925.0
72332,11500.0,12925.0
72333,11500.0,12925.0
72334,11500.0,12925.0
72335,11500.0,12925.0
72336,11500.0,12925.0
72337,11500.0,12925.0
72338,11500.0,12925.0
72339,11500.0,12925.0
72340,11500.0,12925.0
72341,11500.0,12925.0
72342,11500.0,12925.0
72343,11500.0,12925.0
72344,11500.0,12925.0
72345,11500.0,12925.0
72346,11500.0,12925.0
72347,11500.0,12925.0
72348,11500.0,12925.0
72349,11500.0,12925.0
72350,11500.0,12925.0
72351,11500.0,12925.0
72352,6283.5,5500.0
72353,6000.0,5500.0
72354,24339.0,25000.0
72355,3865.0,3667.0
72356,10021.5,9065.0
72357,9733.0,7307.0
72358,9475.0,9406.5
72359,9500.0,9500.0
72360,,
72361,2780.0,2750.0
72362,,
72363,,
72364,13754.0,13405.5
72365,,
72366,10500.0,9500.0
72367,10500.0,9500.0
72368,10500.0,9500.0
72369,10500.0,9500.0
72370,10500.0,9500.0
72371,8000.0,12000.0
72372,9263.5,9318.0
72373,17685.0,15750.0
72374,6365.0,8100.0
72375,6365.0,8100.0
72376,6365.0,8100.0
72377,2000.0,4000.0
72378,2000.0,4000.0
72379,2000.0,4000.0
72380,2000.0,4000.0
72381,2000.0,4000.0
72382,9500.0,12582.0
72383,6553.0,6794.0
72384,6553.0,6794.0
72385,6553.0,6794.0
72386,6553.0,6794.0
72387,6553.0,6794.0
72388,6553.0,6794.0
72389,6553.0,6794.0
72390,6553.0,6794.0
72391,6553.0,6794.0
72392,7000.0,9594.0
72393,7000.0,9594.0
72394,7000.0,9594.0
72395,7000.0,9594.0
72396,9216.5,9500.0
72397,8444.0,11538.5
72398,,
72399,,
72400,15022.0,12500.0
72401,15022.0,12500.0
72402,15022.0,12500.0
72403,16000.0,9500.0
72404,10556.0,14283.0
72405,4750.0,5500.0
72406,8827.0,8524.0
72407,8827.0,8524.0
72408,8827.0,8524.0
72409,8827.0,8524.0
72410,8827.0,8524.0
72411,8827.0,8524.0
72412,8827.0,8524.0
72413,8827.0,8524.0
72414,8827.0,8524.0
72415,8827.0,8524.0
72416,8827.0,8524.0
72417,8827.0,8524.0
72418,8827.0,8524.0
72419,6333.0,9500.0
72420,6333.0,9500.0
72421,6333.0,9500.0
72422,19154.5,14468.0
72423,3500.0,3794.5
72424,12000.0,16000.0
72425,12000.0,16000.0
72426,19500.0,19500.0
72427,5500.0,8361.0
72428,7716.0,6607.0
72429,7716.0,6607.0
72430,9500.0,9500.0
72431,9500.0,9500.0
72432,9500.0,9500.0
72433,9500.0,9500.0
72434,9500.0,9500.0
72435,9500.0,9500.0
72436,9500.0,9500.0
72437,9500.0,9500.0
72438,9500.0,9500.0
72439,7103.0,6261.0
72440,6594.5,9541.5
72441,6594.5,9541.5
72442,6594.5,9541.5
72443,9500.0,12000.0
72444,9500.0,12000.0
72445,9500.0,12000.0
72446,9500.0,12000.0
72447,9500.0,12000.0
72448,9500.0,12000.0
72449,9500.0,12000.0
72450,6334.0,6334.0
72451,17750.0,14250.0
72452,10795.0,16000.0
72453,14250.0,14750.0
72454,14250.0,14750.0
72455,14250.0,14750.0
72456,14250.0,14750.0
72457,14250.0,14750.0
72458,14250.0,14750.0
72459,14250.0,14750.0
72460,14250.0,14750.0
72461,14250.0,14750.0
72462,14250.0,14750.0
72463,14250.0,14750.0
72464,14250.0,14750.0
72465,14250.0,14750.0
72466,5650.0,7002.5
72467,8688.5,7221.0
72468,8688.5,7221.0
72469,8688.5,7221.0
72470,8688.5,7221.0
72471,3865.0,3667.0
72472,3865.0,3667.0
72473,9500.0,9500.0
72474,,
72475,,
72476,20000.0,25000.0
72477,,
72478,,
72479,,
72480,5850.0,5149.0
72481,5850.0,5149.0
72482,5850.0,5149.0
72483,5850.0,5149.0
72484,5850.0,5149.0
72485,5850.0,5149.0
72486,5850.0,5149.0
72487,5850.0,5149.0
72488,5850.0,5149.0
72489,5850.0,5149.0
72490,5850.0,5149.0
72491,5850.0,5149.0
72492,5850.0,5149.0
72493,5850.0,5149.0
72494,9500.0,7492.0
72495,9500.0,7492.0
72496,9500.0,7492.0
72497,9500.0,7492.0
72498,9500.0,7492.0
72499,9500.0,7492.0
72500,9500.0,7492.0
72501,9500.0,7492.0
72502,9500.0,7492.0
72503,23500.0,18250.0
72504,17000.0,13000.0
72505,19374.0,19625.0
72506,19374.0,19625.0
72507,,
72508,5500.0,4500.0
72509,5500.0,4500.0
72510,,
72511,7389.0,9500.0
72512,7389.0,9500.0
72513,7389.0,9500.0
72514,7389.0,9500.0
72515,7389.0,9500.0
72516,5471.0,5967.0
72517,5471.0,5967.0
72518,5471.0,5967.0
72519,13000.0,13000.0
72520,20000.0,19000.0
72521,20000.0,19000.0
72522,20000.0,19000.0
72523,18416.5,15874.0
72524,14474.5,11557.0
72525,14474.5,11557.0
72526,14474.5,11557.0
72527,14474.5,11557.0
72528,14474.5,11557.0
72529,14474.5,11557.0
72530,14474.5,11557.0
72531,14474.5,11557.0
72532,14474.5,11557.0
72533,14474.5,11557.0
72534,14474.5,11557.0
72535,6500.0,5500.0
72536,8072.0,6419.0
72537,8226.5,7000.0
72538,8226.5,7000.0
72539,8226.5,7000.0
72540,8750.0,6500.0
72541,6513.5,8738.5
72542,9000.0,6619.0
72543,8688.5,7221.0
72544,8688.5,7221.0
72545,8688.5,7221.0
72546,8688.5,7221.0
72547,8688.5,7221.0
72548,8688.5,7221.0
72549,8190.5,7000.0
72550,9500.0,6000.0
72551,3500.0,3000.0
72552,3500.0,3000.0
72553,5500.0,4500.0
72554,14000.0,13000.0
72555,8250.0,7000.0
72556,12500.0,11000.0
72557,6264.0,4750.0
72558,6333.0,8130.0
72559,,
72560,9733.0,7307.0
72561,10069.5,9489.0
72562,11875.0,13750.0
72563,12000.0,12000.0
72564,12000.0,12000.0
72565,21828.0,23750.0
72566,17443.0,14000.0
72567,,
72568,8688.5,7221.0
72569,14079.0,14561.0
72570,14079.0,14561.0
72571,14079.0,14561.0
72572,14079.0,14561.0
72573,14079.0,14561.0
72574,14079.0,14561.0
72575,15808.0,12375.0
